,car,price,body,mileage,engV,engType,registration,year,model,drive
5899,Ford,7900.0,van,250,1.8,Diesel,yes,2007,Transit Connect ïàññ.,front
5900,BMW,23000.0,other,100,,Other,yes,2005,630,
5901,Skoda,15500.0,vagon,180,1.8,Petrol,yes,2011,Superb,front
5902,Fiat,4500.0,van,155,1.3,Diesel,yes,2010,Doblo ãðóç.,front
5903,Chevrolet,4550.0,hatch,59,1.5,Petrol,yes,2005,Aveo,front
5904,Ford,2950.0,other,230,1.3,Gas,yes,1999,Courier,front
5905,VAZ,8800.0,crossover,96,1.7,Petrol,yes,2011,2121,full
5906,BMW,3200.0,sedan,178,1.9,Petrol,no,2001,318,rear
5907,Ford,6750.0,van,147,1.6,Diesel,yes,2005,C-Max,front
5908,Opel,2000.0,vagon,95,1.6,Petrol,yes,1990,Kadett,front
5909,Nissan,4088.0,sedan,115,3.0,Other,yes,1993,Maxima,front
5910,Fiat,5200.0,van,265,1.9,Diesel,yes,2003,Doblo ïàññ.,front
5911,Audi,7200.0,sedan,250,2.4,Gas,yes,1998,A6,front
5912,Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012,Vito ãðóç.,rear
5913,Hyundai,10500.0,crossover,135,2.0,Gas,yes,2008,Tucson,full
5914,Lexus,12300.0,other,90,4.3,Petrol,yes,2002,SC 430,rear
5915,BMW,5400.0,crossover,250,3.0,Petrol,no,2003,X5,full
5916,Lexus,24100.0,sedan,122,4.6,Petrol,yes,2008,LS 460,rear
5917,BMW,5500.0,sedan,402,2.0,Petrol,yes,1988,520,
5918,Skoda,9600.0,hatch,88,1.8,Other,yes,2007,Octavia Tour,front
5919,Mercedes-Benz,5200.0,other,220,3.2,Petrol,no,2004,CLK 320,rear
5920,Hummer,19800.0,other,0,,Other,yes,2006,H3,
5921,Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007,Viano ïàññ.,rear
5922,Chevrolet,23500.0,crossover,76,2.2,Diesel,yes,2013,Captiva,full
5923,Hyundai,11999.0,sedan,108,1.6,Gas,yes,2011,Elantra,
5924,VAZ,7035.795,sedan,0,1.6,Petrol,yes,2016,2190 Ãðàíòà,front
5925,Mazda,13200.0,sedan,143,2.3,Petrol,yes,2007,6 MPS,full
5926,Ford,5700.0,van,131,1.8,Diesel,yes,2004,Transit Connect ïàññ.,front
5927,VAZ,1800.0,other,12,1.5,Petrol,yes,1991,2108,front
5928,Toyota,26900.0,crossover,115,4.0,Gas,yes,2008,Land Cruiser Prado,full
5929,Volkswagen,22900.0,sedan,48,2.0,Petrol,yes,2013,Jetta,front
5930,Daewoo,3200.0,sedan,123,1.3,Gas,yes,2006,Sens,front
5931,Nissan,13600.0,crossover,138,2.0,Petrol,yes,2008,Qashqai,full
5932,Suzuki,8700.0,crossover,95,,Petrol,yes,2008,Jimny,full
5933,Renault,13321.3275,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,front
5934,Ford,11500.0,sedan,127,2.3,Petrol,yes,2009,Mondeo,front
5935,Renault,13300.95,vagon,0,1.5,Diesel,yes,2016,Logan,front
5936,Opel,8800.0,other,171,2.0,Diesel,yes,2008,Vivaro ãðóç.,front
5937,Subaru,8500.0,crossover,139,2.0,Other,yes,2006,Forester,full
5938,Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998,Polo,front
5939,Renault,6200.0,van,122,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
5940,Chevrolet,6000.0,other,130,2.2,Gas,yes,2006,Cobalt,front
5941,Ford,17900.0,hatch,43,,Other,yes,2013,Focus,front
5942,Mercedes-Benz,30000.0,other,176,5.5,Petrol,yes,2003,E-Class,rear
5943,Porsche,22000.0,crossover,130,3.6,Petrol,yes,2007,Cayenne,full
5944,Daewoo,4400.0,sedan,141,1.5,Petrol,yes,2007,Lanos,front
5945,Daewoo,2999.0,sedan,151,,Gas,yes,2005,Nexia,front
5946,Skoda,8400.0,sedan,147,1.6,Gas,yes,2007,Octavia A5,front
5947,Citroen,1650.0,van,180,14.0,Petrol,no,2006,Berlingo ïàññ.,front
5948,Mercedes-Benz,20500.0,sedan,235,2.2,Diesel,yes,2007,E-Class,rear
5949,Fiat,4000.0,other,1,2.8,Diesel,yes,2000,Ducato ãðóç.,front
5950,Geely,3600.0,sedan,84,1.6,Petrol,yes,2008,MK,front
5951,Volkswagen,15000.0,van,230,2.5,Diesel,yes,2007,T5 (Transporter) ïàññ.,full
5952,Mercedes-Benz,9600.0,van,30,2.2,Diesel,yes,2006,Vito ïàññ.,rear
5953,Nissan,11500.0,crossover,125,2.0,Petrol,yes,2007,Qashqai,front
5954,Chevrolet,6100.0,sedan,162,1.6,Gas,yes,2008,Lacetti,front
5955,ZAZ,4000.0,sedan,78,1.3,Gas,yes,2011,Sens,front
5956,Hyundai,14500.0,crossover,146,2.2,Diesel,yes,2007,Santa FE,full
5957,Honda,14100.0,sedan,97,2.0,Petrol,yes,2008,Accord,front
5958,Peugeot,5700.0,van,242,1.6,Gas,yes,2003,Partner ïàññ.,front
5959,BMW,32500.0,sedan,131,2.0,Diesel,yes,2010,520,rear
5960,Renault,4950.0,vagon,170,1.5,Diesel,yes,2004,Kangoo ïàññ.,front
5961,Audi,2100.0,vagon,230,1.9,Diesel,no,2000,A4,
5962,Citroen,4800.0,van,191,1.6,Diesel,yes,2007,Berlingo ïàññ.,front
5963,Peugeot,5000.0,vagon,333,2.0,Diesel,yes,2001,306,front
5964,Toyota,7500.0,sedan,185,3.0,Gas,yes,2004,Camry,front
5965,Mercedes-Benz,13000.0,sedan,220,5.0,Petrol,yes,2003,S 500,full
5966,Peugeot,4200.0,hatch,246,1.9,Diesel,yes,1999,206,front
5967,BMW,2666.0,sedan,360,2.5,Diesel,no,1996,525,rear
5968,Daewoo,3700.0,hatch,65,0.8,Petrol,yes,2007,Matiz,front
5969,VAZ,3500.0,vagon,130,,Gas,yes,2007,2111,front
5970,Hyundai,9200.0,hatch,7,1.2,Petrol,yes,2011,i10,front
5971,Fiat,1300.0,hatch,178,0.9,Gas,yes,1995,Cinquecento,front
5972,Mercedes-Benz,14750.0,sedan,220,3.0,Diesel,yes,2005,E-Class,rear
5973,Hyundai,6800.0,hatch,86,1.4,Gas,yes,2007,Getz,front
5974,Ford,1500.0,hatch,48,1.4,Petrol,yes,1989,Escort,front
5975,Renault,9250.0,vagon,220,1.5,Diesel,yes,2010,Megane,front
5976,Renault,3600.0,sedan,101,2.0,Petrol,yes,1997,Megane,front
5977,Ford,2400.0,hatch,276,2.0,Petrol,yes,1990,Scorpio,rear
5978,Mercedes-Benz,14000.0,other,360,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,rear
5979,VAZ,6700.0,crossover,115,,Gas,yes,2010,2121,full
5980,Ford,1500.0,hatch,2,2.0,Gas,yes,1987,Sierra,rear
5981,Hyundai,9600.0,crossover,180,2.0,Petrol,yes,2008,Tucson,full
5982,BMW,27300.0,sedan,155,2.0,Diesel,yes,2012,520,rear
5983,Toyota,28500.0,crossover,107,3.5,Gas,yes,2011,Highlander,full
5984,Mitsubishi,7400.0,sedan,189,1.6,Petrol,yes,2006,Lancer,front
5985,Renault,20996.235,crossover,0,1.5,Diesel,yes,2016,Captur,front
5986,Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,Logan,front
5987,Daewoo,3250.0,sedan,136,1.4,Petrol,yes,2007,Lanos,
5988,Mitsubishi,5850.0,hatch,130,1.3,Petrol,yes,2005,Colt,front
5989,Volkswagen,3400.0,van,175,1.4,Petrol,yes,2003,Caddy ïàññ.,front
5990,Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011,Multivan,full
5991,Volkswagen,9990.0,van,194,1.6,Diesel,yes,2011,Caddy ãðóç.,front
5992,Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,T4 (Transporter) ãðóç,front
5993,Kia,12000.0,sedan,10,2.0,Petrol,yes,2009,Magentis,front
5994,Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002,C-Class,rear
5995,Renault,0.0,vagon,177,1.5,Diesel,yes,2007,Megane,front
5996,Audi,25000.0,other,60,2.0,Petrol,yes,2011,A5,full
5997,Daewoo,2500.0,sedan,179,1.5,Gas,yes,1998,Lanos,front
5998,Volkswagen,14900.0,vagon,170,1.6,Diesel,yes,2011,Passat B7,front
5999,Audi,1950.0,vagon,300,1.8,Petrol,no,1999,A4,full
6000,Audi,2400.0,sedan,310,2.0,Diesel,yes,1989,100,front
6001,Subaru,10200.0,crossover,154,2.0,Petrol,yes,2007,Forester,full
6002,Opel,3500.0,hatch,250,1.8,Gas,yes,1995,Vectra A,front
6003,Volkswagen,8900.0,sedan,144,1.6,Petrol,yes,2013,Polo,front
6004,Moskvich-AZLK,11000.0,sedan,1,,Petrol,yes,1953,401,rear
6005,Renault,5700.0,van,275,1.9,Diesel,yes,2002,Trafic ãðóç.,front
6006,Ford,15195.3906,hatch,0,99.99,Petrol,yes,2016,Fiesta,front
6007,Mitsubishi,3200.0,sedan,106,2.0,Gas,yes,1997,Galant,front
6008,Skoda,9300.0,sedan,206,1.8,Gas,yes,2008,Superb,front
6009,Skoda,3700.0,hatch,180,1.9,Diesel,no,2006,Fabia,front
6010,Ford,16561.35,hatch,0,1.2,Petrol,yes,2016,Focus,front
6011,Mitsubishi,7300.0,sedan,145,1.6,Petrol,yes,2008,Lancer,front
6012,Renault,11500.0,vagon,175,1.5,Diesel,yes,2011,Megane,front
6013,Porsche,0.0,crossover,59,3.0,Other,yes,2011,Cayenne,full
6014,Ford,1900.0,hatch,150,1.3,Other,yes,1991,Escort,front
6015,Honda,19900.0,other,52,2.2,Petrol,yes,2006,S2000,rear
6016,Mazda,11300.0,sedan,180,2.5,Petrol,yes,2008,6,front
6017,VAZ,3200.0,sedan,140,1.6,Gas,yes,2007,1118,front
6018,Nissan,10500.0,crossover,91,1.6,Gas,yes,2007,Qashqai,
6019,Mitsubishi,3250.0,sedan,380,1.8,Petrol,yes,1993,Galant,front
6020,Peugeot,13900.0,crossover,93,1.6,Diesel,yes,2011,3008,front
6021,Suzuki,23341.5,crossover,0,1.6,Petrol,yes,2016,Vitara,full
6022,Ford,1400.0,sedan,1,2.0,Gas,yes,1990,Scorpio,rear
6023,Nissan,9500.0,crossover,202,2.0,Petrol,yes,2002,X-Trail,full
6024,Mercedes-Benz,10000.0,other,275,2.15,Diesel,yes,2006,Sprinter 313 ïàññ.,rear
6025,Nissan,7400.0,hatch,102,1.6,Petrol,yes,2006,Note,front
6026,Renault,4200.0,van,142,1.9,Diesel,yes,2007,Kangoo ãðóç.,front
6027,Chery,2800.0,sedan,140,1.1,Petrol,yes,2008,QQ,front
6028,Volkswagen,14800.0,van,65,1.6,Diesel,yes,2012,Caddy ïàññ.,front
6029,BMW,51000.0,sedan,97,3.0,Diesel,yes,2011,730,rear
6030,Geely,8700.0,sedan,24,1.5,Gas,yes,2014,Emgrand 7 (EC7),front
6031,BMW,38500.0,sedan,140,2.0,Diesel,yes,2012,520,rear
6032,Renault,3000.0,van,217,1.4,Petrol,yes,2004,Kangoo ãðóç.,front
6033,Honda,17900.0,other,88,2.4,Petrol,yes,2011,Accord,front
6034,Volkswagen,5200.0,van,235,2.0,Diesel,yes,2005,Caddy ãðóç.,front
6035,Kia,22000.0,other,5,1.6,Petrol,yes,2016,Koup,full
6036,Volkswagen,11500.0,van,192,1.9,Diesel,yes,2008,Caddy ïàññ.,front
6037,Volkswagen,12500.0,other,160,2.5,Other,yes,2006,T5 (Transporter) ïàññ.,front
6038,Renault,6500.0,other,406,2.5,Diesel,yes,2004,Master ãðóç.,front
6039,BMW,45200.0,crossover,68,3.0,Diesel,yes,2012,X5,full
6040,UAZ,4500.0,crossover,30,2.4,Other,yes,2014,3151,full
6041,Mercedes-Benz,3200.0,sedan,390,2.3,Gas,yes,1985,E-Class,rear
6042,VAZ,2000.0,crossover,125,1.6,Petrol,yes,1985,2121,full
6043,Volkswagen,8800.0,van,145,2.0,Gas,yes,2011,Caddy ãðóç.,front
6044,Lexus,0.0,crossover,0,4.5,Diesel,yes,2016,LX 450,full
6045,Audi,22500.0,sedan,99,2.0,Other,yes,2010,A5,full
6046,BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,520,rear
6047,Geely,3800.0,sedan,146,1.5,Gas,yes,2008,CK,front
6048,Chevrolet,4700.0,vagon,163,1.6,Petrol,yes,2005,Tacuma,
6049,Chevrolet,8200.0,vagon,115,1.8,Petrol,yes,2007,Lacetti,front
6050,Renault,7900.0,van,300,1.9,Diesel,yes,2006,Trafic ïàññ.,front
6051,BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,530,rear
6052,Nissan,3000.0,sedan,292,2.0,Gas,yes,1993,Primera,front
6053,Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007,C-Class,full
6054,Ford,17500.0,crossover,100,2.5,Petrol,yes,2011,Kuga,full
6055,VAZ,2200.0,vagon,36,1.5,Gas,yes,2005,2104,rear
6056,Hyundai,10000.0,crossover,106,2.7,Petrol,yes,2007,Tucson,full
6057,Opel,6850.0,vagon,212,2.5,Diesel,yes,2002,Omega,rear
6058,Renault,4200.0,vagon,180,1.4,Petrol,yes,2000,Kangoo ïàññ.,front
6059,Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013,Golf VII,front
6060,VAZ,5400.0,vagon,62,,Gas,yes,2013,2111,front
6061,Mercedes-Benz,8000.0,van,250,2.2,Diesel,yes,2006,Vito ïàññ.,rear
6062,Volvo,40500.0,sedan,0,2.4,Diesel,yes,2016,S60,full
6063,Volkswagen,9200.0,other,156,1.9,Diesel,yes,2009,Golf Variant,front
6064,Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008,E-Class,full
6065,Volkswagen,2600.0,vagon,288,1.8,Petrol,yes,1990,Passat B3,front
6066,Mazda,7500.0,other,215,,Gas,yes,2003,6,front
6067,Nissan,20900.0,other,26,2.0,Petrol,yes,2013,Qashqai,full
6068,Subaru,11900.0,hatch,77,2.0,Petrol,yes,2008,Impreza,full
6069,VAZ,4600.0,crossover,161,1.7,Other,yes,2003,2121,full
6070,Subaru,10500.0,sedan,75,2.0,Petrol,yes,2008,Legacy,full
6071,BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,730,rear
6072,Lexus,23500.0,sedan,143,4.6,Petrol,yes,2008,LS 460,rear
6073,Lexus,9200.0,sedan,260,2.0,Petrol,yes,1999,IS 200,rear
6074,Porsche,0.0,crossover,76,3.0,Diesel,yes,2013,Cayenne,full
6075,Nissan,20000.0,crossover,170,3.0,Diesel,yes,2007,Patrol,full
6076,Porsche,65500.0,sedan,41,4.8,Other,yes,2011,Panamera,full
6077,GAZ,8000.0,van,95,2.9,Gas,yes,2011,3302 GAZåëü,rear
6078,Mercedes-Benz,5000.0,sedan,240,2.2,Diesel,no,2004,E-Class,
6079,Volkswagen,7000.0,van,350,1.0,Other,yes,2004,T5 (Transporter) ãðóç,front
6080,Toyota,29000.0,crossover,120,4.0,Gas,yes,2008,Land Cruiser Prado,full
6081,Mazda,27500.0,sedan,16,2.5,Petrol,yes,2014,6,front
6082,Hyundai,5900.0,van,141,1.6,Petrol,yes,2005,Matrix,front
6083,Mercedes-Benz,3900.0,sedan,385,1.8,Petrol,yes,1995,C-Class,rear
6084,Renault,10799.0,vagon,193,1.5,Diesel,yes,2012,Megane,front
6085,Volkswagen,10000.0,sedan,174,2.0,Petrol,yes,2005,Passat B6,front
6086,BMW,117000.0,crossover,1,,Other,yes,2016,X6 M,
6087,Daewoo,4300.0,sedan,132,1.5,Petrol,yes,2005,Lanos,front
6088,Opel,7500.0,hatch,120,1.6,Petrol,yes,2008,Astra H,front
6089,Mazda,6800.0,hatch,205,1.6,Petrol,yes,2004,3,front
6090,Hyundai,7900.0,other,77,1.2,Petrol,yes,2011,i20,front
6091,UAZ,6800.0,vagon,55,2.69,Other,yes,2007,3163,
6092,Jeep,11300.0,crossover,118,2.4,Gas,yes,2007,Compass,full
6093,Mazda,11300.0,crossover,62,2.3,Petrol,yes,2008,CX-7,full
6094,Peugeot,2700.0,sedan,320,2.0,Petrol,yes,1990,605,front
6095,Renault,11000.0,other,131,1.5,Diesel,yes,2011,Kangoo ïàññ.,front
6096,Hyundai,11300.0,crossover,116,2.0,Diesel,yes,2009,Tucson,full
6097,Jeep,5000.0,crossover,286,2.7,Diesel,no,2002,Grand Cherokee,full
6098,Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,T5 (Transporter) ïàññ.,front
6099,Mercedes-Benz,5500.0,van,260,2.2,Diesel,no,2004,Vito ïàññ.,rear
6100,Chery,4500.0,sedan,22,1.3,Gas,yes,2008,Kimo,front
6101,GAZ,3500.0,other,60,,Petrol,yes,2006,2705 GAZåëü,rear
6102,Skoda,0.0,hatch,90,2.0,Petrol,yes,2012,Octavia A5,front
6103,Jaguar,4500.0,sedan,270,4.0,Petrol,no,1993,XJR-S,
6104,Kia,20300.0,crossover,79,2.0,Petrol,yes,2013,Sportage,full
6105,Renault,8700.0,van,183,1.9,Diesel,yes,2004,Trafic ïàññ.,front
6106,Mitsubishi,18900.0,crossover,106,3.8,Gas,yes,2007,Pajero Wagon,full
6107,Volkswagen,8400.0,van,300,2.5,Diesel,yes,2004,T5 (Transporter) ïàññ.,front
6108,Mazda,9300.0,sedan,191,2.0,Petrol,yes,2007,6,front
6109,Volkswagen,1900.0,vagon,504,1.6,Gas,yes,1988,Passat B2,front
6110,BMW,3700.0,other,110,2.5,Petrol,yes,1983,323,rear
6111,Mazda,9200.0,sedan,98,1.6,Petrol,yes,2007,3,front
6112,Ford,5800.0,van,257,2.0,Diesel,yes,2003,Transit ïàññ.,front
6113,Volkswagen,3000.0,sedan,250,2.8,Gas,no,2002,Passat B5,full
6114,Renault,6100.0,sedan,130,1.4,Petrol,yes,2005,Megane,front
6115,BMW,6700.0,sedan,370,2.0,Petrol,yes,1997,320,rear
6116,BMW,13000.0,sedan,220,2.5,Petrol,yes,2005,523,rear
6117,Daewoo,4600.0,sedan,26,1.3,Gas,yes,2014,Sens,front
6118,Volvo,15300.0,crossover,165,2.5,Petrol,yes,2005,XC90,front
6119,BMW,15299.0,other,136,,Petrol,yes,2008,523,rear
6120,Toyota,8300.0,sedan,168,2.0,Petrol,yes,2004,Avensis,front
6121,Peugeot,8500.0,van,180,1.6,Diesel,yes,2007,Expert ïàññ.,
6122,Volvo,66795.0,crossover,0,2.0,Diesel,yes,2016,XC90,full
6123,Skoda,18500.0,sedan,68,1.8,Petrol,yes,2013,Octavia A7,front
6124,Volkswagen,6900.0,crossover,258,2.5,Diesel,no,2004,Touareg,full
6125,Daewoo,2900.0,sedan,238,1.3,Gas,yes,2002,Lanos,front
6126,BMW,7400.0,sedan,277,3.5,Gas,yes,1998,535,rear
6127,Peugeot,6800.0,vagon,185,1.8,Petrol,yes,2005,407,front
6128,Toyota,22000.0,crossover,155,2.7,Gas,yes,2008,Land Cruiser Prado,full
6129,Peugeot,5800.0,van,240,1.6,Diesel,yes,2008,Partner ïàññ.,front
6130,VAZ,4299.0,crossover,1,1.7,Petrol,yes,1979,2121,full
6131,Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,Laguna,front
6132,Audi,36500.0,crossover,159,3.0,Diesel,yes,2010,Q7,full
6133,Opel,5600.0,sedan,196,1.4,Petrol,yes,2006,Astra G,front
6134,VAZ,3200.0,hatch,183,1.6,Petrol,yes,2008,2113,front
6135,Mitsubishi,30500.0,sedan,72,2.0,Petrol,yes,2006,Lancer Evolution,full
6136,Opel,6500.0,sedan,150,1.4,Gas,yes,2007,Astra G,front
6137,Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,T4 (Transporter) ïàññ.,front
6138,Mazda,1700.0,hatch,1,1.3,Petrol,yes,1986,323,front
6139,Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105,full
6140,Ford,15000.0,crossover,169,2.0,Diesel,yes,2008,Kuga,full
6141,VAZ,3300.0,sedan,125,1.6,Petrol,yes,2006,2110,front
6142,Ford,6000.0,hatch,158,1.6,Gas,yes,2006,Fusion,front
6143,Volkswagen,23500.0,crossover,48,2.0,Diesel,yes,2012,Tiguan,
6144,Toyota,13850.0,hatch,24,1.6,Other,yes,2010,Auris,front
6145,Volkswagen,3100.0,hatch,118,1.8,Gas,yes,1993,Golf III,front
6146,VAZ,2000.0,other,5,1.5,Petrol,yes,1990,2108,front
6147,Toyota,7000.0,other,220,1.8,Petrol,yes,2001,Celica,front
6148,Chevrolet,7100.0,sedan,93,1.8,Petrol,yes,2009,Lacetti,front
6149,Daewoo,4000.0,sedan,102,1.3,Gas,yes,2012,Sens,front
6150,Audi,7999.0,sedan,177,2.7,Gas,yes,2003,A6,full
6151,Suzuki,16302.0,crossover,0,1.6,Petrol,yes,2016,SX4,
6152,Suzuki,19525.35,crossover,0,1.6,Petrol,yes,2016,Vitara,front
6153,Audi,3300.0,sedan,300,1.8,Gas,yes,1987,80,front
6154,Mercedes-Benz,8500.0,other,210,4.3,Gas,yes,2000,ML 430,full
6155,Suzuki,16487.25,crossover,0,1.6,Petrol,yes,2016,Vitara,front
6156,Volkswagen,7650.0,other,260,2.0,Diesel,yes,2005,Caddy ïàññ.,front
6157,Kia,8700.0,van,130,2.0,Petrol,yes,2007,Carens,front
6158,Chery,7500.0,crossover,110,1.8,Gas,yes,2011,Tiggo,front
6159,Renault,4500.0,other,1,1.5,Diesel,yes,2007,Kangoo ãðóç.,front
6160,Smart,4000.0,hatch,141,0.6,Petrol,yes,2001,Fortwo,rear
6161,Chevrolet,4300.0,sedan,103,1.5,Petrol,yes,2005,Aveo,front
6162,Skoda,5500.0,hatch,157,1.2,Petrol,yes,2007,Fabia,front
6163,BMW,4700.0,sedan,230,2.5,Petrol,yes,1990,525,rear
6164,Hyundai,11500.0,crossover,135,2.0,Petrol,yes,2006,Tucson,full
6165,Skoda,7500.0,sedan,315,1.8,Petrol,yes,2005,Superb,front
6166,Hyundai,6500.0,hatch,108,1.4,Gas,yes,2007,Getz,front
6167,Toyota,7500.0,hatch,98,1.3,Other,yes,2006,Yaris,front
6168,Opel,7200.0,sedan,240,2.2,Other,yes,2004,Vectra C,front
6169,Nissan,3600.0,van,390,2.3,Diesel,yes,1996,Vanette ïàññ.,
6170,Lexus,5500.0,sedan,250,4.0,Gas,yes,1992,LS 400,rear
6171,Honda,9700.0,sedan,106,1.8,Petrol,yes,2008,Civic,front
6172,Renault,19692.075,crossover,0,1.5,Diesel,yes,2016,Duster,full
6173,VAZ,2200.0,vagon,52,1.5,Petrol,yes,2006,2104,rear
6174,VAZ,2000.0,sedan,1,1.5,Gas,yes,1994,21099,front
6175,BMW,11900.0,sedan,300,2.5,Gas,yes,2004,525,rear
6176,Ford,16350.0,sedan,50,2.0,Petrol,yes,2012,Mondeo,front
6177,Geely,2750.0,sedan,219,1.5,Gas,yes,2007,CK,front
6178,Toyota,36000.0,crossover,66,3.0,Diesel,yes,2010,Land Cruiser Prado,full
6179,Volkswagen,5400.0,hatch,320,1.4,Petrol,yes,2002,Golf IV,front
6180,Jaguar,12999.0,sedan,215,3.0,Petrol,yes,2000,S-Type,rear
6181,Fiat,5799.0,hatch,95,1.24,Petrol,yes,2010,Punto,front
6182,Lincoln,9500.0,sedan,85,5.0,Gas,yes,1981,Town Car,rear
6183,Volkswagen,6700.0,other,207,1.9,Diesel,yes,2004,Caddy ïàññ.,front
6184,UAZ,5700.0,crossover,1,2.4,Petrol,yes,2002,469,full
6185,Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011,Outlander XL,full
6186,VAZ,4500.0,sedan,110,1.6,Petrol,yes,2009,2170,front
6187,Citroen,11800.0,hatch,176,1.6,Petrol,yes,2011,C4,front
6188,Lexus,10500.0,sedan,278,3.0,Gas,yes,2005,ES 300,front
6189,Porsche,25000.0,crossover,128,4.8,Petrol,yes,2007,Cayenne,full
6190,BMW,18500.0,crossover,250,4.4,Gas,yes,2005,X5,full
6191,BMW,7000.0,sedan,338,,Petrol,yes,1997,728,rear
6192,Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Vito ïàññ.,rear
6193,Geely,9900.0,crossover,49,1.8,Gas,yes,2013,Emgrand X7,front
6194,Volkswagen,10700.0,van,153,2.0,Diesel,yes,2010,Caddy ïàññ.,front
6195,Ford,5200.0,hatch,170,1.3,Petrol,yes,2004,Fiesta,front
6196,Mercedes-Benz,13500.0,crossover,205,2.7,Diesel,yes,2005,ML 270,full
6197,Smart,7800.0,other,82,1.0,Petrol,yes,2012,Fortwo,rear
6198,Audi,14900.0,sedan,203,2.8,Petrol,yes,2008,A6,full
6199,Subaru,10999.0,vagon,178,2.0,Petrol,yes,2007,Forester,full
6200,Mazda,1200.0,sedan,270,,Other,yes,1988,323,
6201,Chevrolet,12041.25,vagon,60,2.4,Petrol,yes,2010,Captiva,full
6202,Fiat,7400.0,vagon,168,1.4,Petrol,yes,2006,Doblo ïàññ.,front
6203,VAZ,2200.0,sedan,160,1.5,Petrol,yes,2006,2107,rear
6204,BMW,48900.0,crossover,60,3.0,Diesel,yes,2011,X3,full
6205,Mercedes-Benz,13000.0,other,580,2.2,Diesel,yes,2005,Sprinter 313 ïàññ.,
6206,Fiat,4900.0,van,178,1.91,Diesel,yes,2005,Doblo ïàññ.,front
6207,Audi,1350.0,vagon,400,1.9,Diesel,no,1994,80,front
6208,Opel,9000.0,van,150,2.5,Diesel,yes,2011,Vivaro ãðóç.,front
6209,BMW,25500.0,crossover,187,4.8,Gas,yes,2007,X5,
6210,Citroen,13650.0,hatch,111,1.6,Gas,yes,2012,C4,front
6211,Mercedes-Benz,6900.0,sedan,239,2.3,Petrol,yes,1996,E-Class,rear
6212,Audi,6700.0,sedan,340,2.6,Gas,yes,1997,A6,front
6213,Renault,12800.0,other,188,2.0,Diesel,yes,2008,Trafic ïàññ.,front
6214,Opel,3000.0,sedan,156,2.0,Gas,yes,1997,Omega,rear
6215,Hyundai,11000.0,sedan,149,3.3,Petrol,yes,2008,Grandeur,front
6216,Audi,23500.0,crossover,119,4.2,Gas,yes,2007,Q7,full
6217,Nissan,22500.0,hatch,10,,Other,yes,2015,Leaf,front
6218,Nissan,15990.0,hatch,12,,Other,yes,2014,Leaf,front
6219,Nissan,3600.0,sedan,310,2.0,Diesel,yes,1994,Primera,front
6220,Daewoo,2750.0,sedan,215,1.5,Gas,yes,2007,Nexia,front
6221,Renault,5000.0,van,245,1.5,Diesel,yes,2003,Kangoo ïàññ.,front
6222,Mercedes-Benz,115000.0,other,35,,Diesel,yes,2015,G 350,full
6223,Mercedes-Benz,13900.0,other,225,,Other,yes,2008,Vito ïàññ.,rear
6224,BMW,25999.0,sedan,80,2.0,Petrol,yes,2012,320,rear
6225,Mercedes-Benz,8700.0,sedan,240,2.2,Diesel,yes,2000,E-Class,rear
6226,Volkswagen,10600.0,sedan,75,1.6,Petrol,yes,2012,Polo,front
6227,Skoda,8200.0,other,147,1.6,Gas,yes,2007,Octavia Tour,
6228,Skoda,5100.0,hatch,145,1.2,Petrol,yes,2007,Fabia,front
6229,Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,Passat CC,front
6230,Mazda,8000.0,hatch,130,1.6,Petrol,yes,2006,3,front
6231,Land Rover,16500.0,crossover,213,2.7,Diesel,yes,2006,Discovery,full
6232,Renault,11500.0,van,177,2.0,Diesel,yes,2008,Trafic ïàññ.,front
6233,Chevrolet,5300.0,van,165,1.6,Petrol,yes,2008,Tacuma,front
6234,VAZ,2700.0,sedan,140,1.5,Petrol,yes,2006,21099,front
6235,Renault,9000.0,vagon,190,1.5,Diesel,yes,2009,Megane,front
6236,Chrysler,8000.0,other,96,3.2,Petrol,no,2004,Crossfire,front
